RESIDENCE,State_Resid,County_Resid,WORKPLACE,State_Work,County_Work,Output,Workers_16p
"06077 | San Joaquin County, California",6,77,"06015 | Del Norte County, California",6,15,Estimate,0
"06077 | San Joaquin County, California",6,77,"06021 | Glenn County, California",6,21,Estimate,0
"06077 | San Joaquin County, California",6,77,"06023 | Humboldt County, California",6,23,Estimate,0
"06077 | San Joaquin County, California",6,77,"06025 | Imperial County, California",6,25,Estimate,0
"06077 | San Joaquin County, California",6,77,"06027 | Inyo County, California",6,27,Estimate,0
"06077 | San Joaquin County, California",6,77,"06035 | Lassen County, California",6,35,Estimate,0
"06077 | San Joaquin County, California",6,77,"06043 | Mariposa County, California",6,43,Estimate,0
"06077 | San Joaquin County, California",6,77,"06045 | Mendocino County, California",6,45,Estimate,0
"06077 | San Joaquin County, California",6,77,"06049 | Modoc County, California",6,49,Estimate,0
"06077 | San Joaquin County, California",6,77,"06051 | Mono County, California",6,51,Estimate,0
"06077 | San Joaquin County, California",6,77,"06091 | Sierra County, California",6,91,Estimate,0
"06077 | San Joaquin County, California",6,77,"06105 | Trinity County, California",6,105,Estimate,0
"06077 | San Joaquin County, California",6,77,"06111 | Ventura County, California",6,111,Estimate,0
"06077 | San Joaquin County, California",6,77,"06115 | Yuba County, California",6,115,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06003 | Alpine County, California",6,3,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06009 | Calaveras County, California",6,9,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06011 | Colusa County, California",6,11,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06015 | Del Norte County, California",6,15,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06017 | El Dorado County, California",6,17,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06021 | Glenn County, California",6,21,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06023 | Humboldt County, California",6,23,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06025 | Imperial County, California",6,25,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06027 | Inyo County, California",6,27,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06033 | Lake County, California",6,33,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06035 | Lassen County, California",6,35,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06043 | Mariposa County, California",6,43,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06045 | Mendocino County, California",6,45,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06047 | Merced County, California",6,47,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06049 | Modoc County, California",6,49,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06051 | Mono County, California",6,51,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06055 | Napa County, California",6,55,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06057 | Nevada County, California",6,57,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06063 | Plumas County, California",6,63,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06087 | Santa Cruz County, California",6,87,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06089 | Shasta County, California",6,89,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06091 | Sierra County, California",6,91,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06093 | Siskiyou County, California",6,93,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06095 | Solano County, California",6,95,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06099 | Stanislaus County, California",6,99,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06101 | Sutter County, California",6,101,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06103 | Tehama County, California",6,103,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06105 | Trinity County, California",6,105,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06113 | Yolo County, California",6,113,Estimate,0
"06079 | San Luis Obispo County, California",6,79,"06115 | Yuba County, California",6,115,Estimate,0
"06081 | San Mateo County, California",6,81,"06003 | Alpine County, California",6,3,Estimate,0
"06081 | San Mateo County, California",6,81,"06005 | Amador County, California",6,5,Estimate,0
"06081 | San Mateo County, California",6,81,"06009 | Calaveras County, California",6,9,Estimate,0
"06081 | San Mateo County, California",6,81,"06011 | Colusa County, California",6,11,Estimate,0
"06081 | San Mateo County, California",6,81,"06015 | Del Norte County, California",6,15,Estimate,0
"06081 | San Mateo County, California",6,81,"06017 | El Dorado County, California",6,17,Estimate,0
"06081 | San Mateo County, California",6,81,"06021 | Glenn County, California",6,21,Estimate,0
"06081 | San Mateo County, California",6,81,"06025 | Imperial County, California",6,25,Estimate,0
"06081 | San Mateo County, California",6,81,"06027 | Inyo County, California",6,27,Estimate,0
"06081 | San Mateo County, California",6,81,"06029 | Kern County, California",6,29,Estimate,0
"06081 | San Mateo County, California",6,81,"06031 | Kings County, California",6,31,Estimate,0
"06081 | San Mateo County, California",6,81,"06035 | Lassen County, California",6,35,Estimate,0
"06081 | San Mateo County, California",6,81,"06043 | Mariposa County, California",6,43,Estimate,0
"06081 | San Mateo County, California",6,81,"06045 | Mendocino County, California",6,45,Estimate,0
"06081 | San Mateo County, California",6,81,"06049 | Modoc County, California",6,49,Estimate,0
"06081 | San Mateo County, California",6,81,"06051 | Mono County, California",6,51,Estimate,0
"06081 | San Mateo County, California",6,81,"06089 | Shasta County, California",6,89,Estimate,0
"06081 | San Mateo County, California",6,81,"06091 | Sierra County, California",6,91,Estimate,0
"06081 | San Mateo County, California",6,81,"06093 | Siskiyou County, California",6,93,Estimate,0
"06081 | San Mateo County, California",6,81,"06099 | Stanislaus County, California",6,99,Estimate,0
"06081 | San Mateo County, California",6,81,"06105 | Trinity County, California",6,105,Estimate,0
"06081 | San Mateo County, California",6,81,"06115 | Yuba County, California",6,115,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06003 | Alpine County, California",6,3,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06005 | Amador County, California",6,5,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06009 | Calaveras County, California",6,9,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06011 | Colusa County, California",6,11,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06015 | Del Norte County, California",6,15,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06017 | El Dorado County, California",6,17,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06021 | Glenn County, California",6,21,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06023 | Humboldt County, California",6,23,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06025 | Imperial County, California",6,25,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06027 | Inyo County, California",6,27,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06031 | Kings County, California",6,31,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06033 | Lake County, California",6,33,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06035 | Lassen County, California",6,35,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06039 | Madera County, California",6,39,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06043 | Mariposa County, California",6,43,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06045 | Mendocino County, California",6,45,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06047 | Merced County, California",6,47,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06049 | Modoc County, California",6,49,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06055 | Napa County, California",6,55,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06057 | Nevada County, California",6,57,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06063 | Plumas County, California",6,63,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06069 | San Benito County, California",6,69,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06089 | Shasta County, California",6,89,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06091 | Sierra County, California",6,91,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06093 | Siskiyou County, California",6,93,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06101 | Sutter County, California",6,101,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06103 | Tehama County, California",6,103,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06107 | Tulare County, California",6,107,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06109 | Tuolumne County, California",6,109,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06113 | Yolo County, California",6,113,Estimate,0
"06083 | Santa Barbara County, California",6,83,"06115 | Yuba County, California",6,115,Estimate,0
"06085 | Santa Clara County, California",6,85,"06003 | Alpine County, California",6,3,Estimate,0
"06085 | Santa Clara County, California",6,85,"06005 | Amador County, California",6,5,Estimate,0
"06085 | Santa Clara County, California",6,85,"06007 | Butte County, California",6,7,Estimate,0
"06085 | Santa Clara County, California",6,85,"06009 | Calaveras County, California",6,9,Estimate,0
"06085 | Santa Clara County, California",6,85,"06011 | Colusa County, California",6,11,Estimate,0
"06085 | Santa Clara County, California",6,85,"06015 | Del Norte County, California",6,15,Estimate,0
"06085 | Santa Clara County, California",6,85,"06025 | Imperial County, California",6,25,Estimate,0
"06085 | Santa Clara County, California",6,85,"06027 | Inyo County, California",6,27,Estimate,0
"06085 | Santa Clara County, California",6,85,"06033 | Lake County, California",6,33,Estimate,0
"06085 | Santa Clara County, California",6,85,"06035 | Lassen County, California",6,35,Estimate,0
"06085 | Santa Clara County, California",6,85,"06043 | Mariposa County, California",6,43,Estimate,0
"06085 | Santa Clara County, California",6,85,"06049 | Modoc County, California",6,49,Estimate,0
"06085 | Santa Clara County, California",6,85,"06051 | Mono County, California",6,51,Estimate,0
"06085 | Santa Clara County, California",6,85,"06091 | Sierra County, California",6,91,Estimate,0
"06085 | Santa Clara County, California",6,85,"06101 | Sutter County, California",6,101,Estimate,0
"06085 | Santa Clara County, California",6,85,"06105 | Trinity County, California",6,105,Estimate,0
"06085 | Santa Clara County, California",6,85,"06109 | Tuolumne County, California",6,109,Estimate,0
"06085 | Santa Clara County, California",6,85,"06115 | Yuba County, California",6,115,Estimate,0
"06087 | Santa Cruz County, California",6,87,"06003 | Alpine County, California",6,3,Estimate,0
"06087 | Santa Cruz County, California",6,87,"06005 | Amador County, California",6,5,Estimate,0
"06087 | Santa Cruz County, California",6,87,"06011 | Colusa County, California",6,11,Estimate,0
"06087 | Santa Cruz County, California",6,87,"06015 | Del Norte County, California",6,15,Estimate,0
"06087 | Santa Cruz County, California",6,87,"06017 | El Dorado County, California",6,17,Estimate,0
